tconst,convert_text,genres
tt6483364,violet shy teenager dreams escaping small town pursuing passion sing help unlikely mentor enters local singing competition test integrity talent ambition driven popfueled soundtrack teen spirit visceral stylish spin cinderella story,"Drama,Music"
tt5960374,unusual set circumstances brings unexpected success pop starvox lux follows rise celeste ashes major national tragedy pop super stardom film spans years traces important cultural moments eyes starting concluding teenage celeste raffey cassidy survives violent tragedy singing memorial service celeste transforms burgeoning pop star help songwriter sister stacy martin talent manager jude law celeste meteoric rise fame concurrent loss innocence dovetails shattering terrorist attack nation elevating young powerhouse new kind celebrity american icon secular deity global superstar adult celeste natalie portman mounting comeback scandalous incident derailed career touring support sixth album compendium scifi anthems entitled vox lux indomitable foulmouthed pop savior must overcome personal familial struggles navigate motherhood madness monolithic fame age terror brady corbet second feature following breakout debut childhood leader winner best director best debut film prizes venice film festival celeste becomes symbol cult celebrity media machine guts grit glory featuring original songs sia original score scott walker transcendent performance natalie portman personifying pummeling zeitgeist vox lux origin story forces shape us individuals nations gods,"Drama,Music"
tt6608068,dramathriller rock music obsession shampoo death aging rock musician david tangiers nt given idea recording comeback album even though works hairstylist salon owns wife cecily mysterious new talent named javy bates makes way david life cecily tries recruit help david music find javy agenda,"Drama,Music,Thriller"
tt8869982,short concert series fx band perform toronto canada cover songs final countdown europe cold ice foreigners rain cult many,Music
tt7728410,decades toronto based musicians carved musical path influences myriad musical influences personal conflicts journey miscreants mystics oddball groovequesters given rise transcendental vibrations masters love sound,Music
tt8997208,fascinating musical film overwhelming ending rock band made old folks lost dreams young people gave dreams yang seungho leader korean idol group mblaq screen debut project excellent ost,"Drama,Music"
tt1517451,musician helps young singer find fame age alcoholism send career downward spiralseasoned musician jackson maine bradley cooper discoversand falls love withstruggling artist ally gaga given dream make big singer jack coaxes spotlight even ally career takes personal side relationship breaking jack fights ongoing battle internal demonsjackson maine famous country music singer privately battling alcohol drug addiction plays concert california main support bobby manager older halfbrother show jackson visits drag bar witnesses performance ally waitress singersongwriter jackson amazed performance spend night speaking ally discloses troubles faced pursuing professional music career jackson invites ally next show despite initial refusal attends jackson encouragement sings stage jackson invites ally go tour form romantic relationship arizona ally jackson visit ranch jackson grew father buried discover bobby sold land angered betrayal jackson punches bobby subsequently quits manager bobby reveals inform jackson sale latter inebriated notice,"Drama,Music,Romance"
tt9143942,boss daejung goes missing company sends young woozoo osaka finish daejung work last day returning home woozoo comes across someone looking like missing boss chases way small bar pier listening music woozoo falls asleep misses flight back korea wakes decides quit job stay bar till finds daejung soon meets young girl since plays guitar helps prepare perform remembers joy music dream long forgotten metaphorical story accepting loss feeling lost seeking path life,"Drama,Music"
tt6918686,throes existential crisis aging director decides travel japan film tour son rockband peropero partner emma acts producer follow band performances string live clubs across japan director falls hard young japanese tour manager film shoot life threaten fall apart,"Comedy,Drama,Music"
tt8115178,green carnation released concept album light day day darknessin green carnation released concept album light day day darkness became instant cult classic put band well small norwegian city kristiansand map years later green carnation performs masterpiece live entirety first time film crew documenting,Music
tt3960240,aspiring rapper goes viral wrong reasons thinks career best friend gets wild nyc party gets one chance make impossible happen,"Comedy,Music"
tt8368032,fely elderly woman finds second chance youth visit mysterious photo studio,"Comedy,Fantasy,Music"
tt6145054,spectacular rise hard fall resumed life simonal phenomenon popularity simonal saw meteoric career fall apart accused collaborating dictatorshipthis film tells story wilson simonal singer rose poverty command largest audiences brazil gifted exceptional vocal talent stage presence simonal able transform childhood insecurities great conquests adulthood,"Biography,Drama,Music"
tt7205942,movie deals real life story east german singer writer gerhard gundermann struggles music life coal miner dealings secret police stasi gdr,"Biography,Drama,Music"
tt6175086,new year eve hamburg young club owner struggling keep party going violent expimp police former rock star love life coming,"Comedy,Drama,Music"
tt8798194,washed moon celebration albanian polyphonic singing resilience tradition face inevitable change singers knga labe across three generations explain deep spiritual connection songs,Music
tt6384386,fanney khan struggling singer wants make daughter big name music worldprashant kumar orchestra singer known fanney khan fan mohdmmad rafibut could never make music worldwhen daughter born names lata lata mageshkar promises make big singermany years later lata aspires singer criticized weightprashant works small factory shuts operation feels dreams making lata singer shatteredprashant takes driving taxi secretlybaby singh well known singer sits carprashant kidnaps keeps takes factory supported friend adirthey call baby manager karan kakkad ask ransom,"Comedy,Drama,Music"
tt5705306,celeste love story set tropical splendor far north queensland story family falling apart coming together last chance keep decaying world alive celeste renowned opera diva retired early man loved live crumbling beautiful estate heart rainforest far north queensland ten years tragic death husband celeste set return stage final performance stepson jack still haunted past arrives amidst preparations performance finds celeste remembered celeste wants jack stay estate needs perform one last request celeste set bohemian world opera showcases stunning unseen part world,"Drama,Music"
tt8583378,two girls chance encounter instantly befriend trying find decide pursue music together,"Biography,Comedy,Music"
tt7100354,everywhere minute landmark documentary film made beatles fans fans celebrating years following world greatest rock band everywhere includes original interviews famous emerging musicians authors artists influenced fab well individuals key help create international acclaim keep flame burning today film specially recorded musical performances fans around world neverseenbefore restored footage photographs film makers photographers time,Music
tt8737938,romantic journey stockholm swing dance world dramatic comedy love music danceadam working much lisa enjoying swing dance clubs stockholm refuses go due fear dancing gets hit car ends coma learns unfaithful unknown dancer adam becomes obsessed finding one problem get learn dance,"Comedy,Drama,Music"
tt7819668,lara beat coming age movie young beautiful giwa sisters caught center financial scandal late parents media empire sisters forced privileged bubble must learn build future music enterprise salvage family legacy,"Drama,Music,Romance"
tt8443922,mizuho dedicated practices hard realize ambition elite gymnast one day mat finds hunched writhing excruciating pain finds hospital diagnosed spinal cord disease paralyzed lower part body bitter crushed soon meets man guitar shoulder mizuho finds reason put aside anger bitterness awkwardness,"Drama,Music,Romance"
tt8463476,shocking phone call informs wawa death father boyfriend michael later discovers wawa father member legendary underground rock band dictator mysteriously disbanded late member rock band michael hopes cover dictator songs battle bands competition meanwhile record label owner schemes obtain master tape dictator recordings wawa lucrative release,"Crime,Music"
tt7095852,haksoo challenged tv audition program years never gets finalist day fails th audition receives call hometown father hospital rushes hometown byeonsan find father lied bring byeonsan heads back seoul suspected phishing scam criminal,"Comedy,Drama,Music"
tt7776838,cyril falls head heel new girl class roxy drop dead gorgeous cool problem cyril terribly self conscious got rather large nose writes songs beloved shy let know pretends written hunky rick presumes roxy must admire chances lovely rather go dim witted rick macho benno,"Comedy,Music,Romance"
tt10911666,mesmerica unique visual music journey designed stimulate mind senses bringing together music grammynominated composer percussionist james hood together visuallyhypnotic animated art curated artists around world experience stunning immersive fulldome projection surround sound planetariums dome theaters across us canada,Music
tt6098526,motion selfie oneofakind diy filmmaking darkly comic chronicle following year life washedup viral video star sexually depraved stalker becomes obsessed work,"Biography,Comedy,Drama"
tt6340698,high school student tomura naoki met piano tuner itadori soichiro school hokkaido could smell forest piano tuned soichiro touched boy decides work together soichiro musical instruments store naoki develops relationships many people related piano meets sister pianists high school students kazune yuni,"Drama,Music"
tt8857176,man travels past met chance woman travels present khaosan road bangkok thailand becomes porter leaves road together,"Drama,Music,Romance"
tt8513302,marked losses mismatches jos eccentric family seek happy locked paraso perdido nightclub stopped time sing popular romantic music,"Drama,Music,Musical"
tt4908174,year old boy passion dance brother rescued streets old showman takes live estranged former dancing partnerbrother,"Drama,Family,Music"
tt8370818,fresh disorienting quirky slapstick romp history madness accompanied irrepressible flying saxophonist lee thompson probably mostly true,Music
tt10782442,tense psychological elements visual poem blends nature music human weakness perspective growth captured fantasy three individuals challenging journey,"Fantasy,Music,Mystery"
tt7253216,gauthier young journalist learns mother illegitimate son guy jamet aging french pop singer famous oldtime crooner embarks tour promote newly released cover album gauthier decides follow behind scenes stage road pretext filming documentary career,"Comedy,Drama,Music"
tt8232576,th october eve first anniversary jack bruce passing starstudded lineup pay moving tribute scottish legend roudhouse london concert musically directed nitin sawhney features cream bandmate ginger baker phil manzanera ian anderson mark king vernon reid joss stone hugh cornwell uli jon roth bernie marsden clem clempson amongst many including jack big blues band toured year death incredible lineup delights audience stunning selection bruce songs spanning decades precream days final album silver rails,Music
tt2570500,outside time teen hooker lofi cowboy mute drifter cross white desert experience final gig mysterious rockstar heroon journey witness final performance mythical musician thought long dead group misfits navigate barren terrain dystopian future constantly connected nihilistic dj radio station fntn fonotune influenced japanese cinema graphic design manga comics fonotune electric fairytale film strange encounters lost connections maybe end world set another time place people barely communicate three lone drifters make odyssey experience mysterious rockstar final cosmic performance desert known big white nothing influenced japanese cinema graphic design manga comics fonotune electric fairytale film strange encounters fleeting connections maybe end world,"Adventure,Comedy,Drama"
tt8359848,french dancers gather remote empty school building rehearse wintry night allnight celebration morphs hallucinatory nightmare learn sangria laced lsdin mid french urban dancers join together threeday rehearsal closeddown boarding school located heart forest share one last dance make one last party around large sangria bowl quickly atmosphere becomes charged strange madness seize whole night seems obvious drugged neither know soon impossible resist neuroses psychoses numbed hypnotic increasing electric rhythm music feel paradise plunge hell,"Drama,Horror,Music"
tt6543652,music director falls love singer tries persuade flee communist poland francea passionate love story two people different backgrounds temperaments fatefully mismatched yet condemned set background cold war poland berlin yugoslavia paris film depicts impossible love story impossible times,"Drama,History,Music"
tt9716728,dificult love bewitched film central theme loving separation consequences separation attributed occult forces throwing protagonist world afrobrazilian mystical religions,"Comedy,Mystery,Romance"
tt9699064,shukradesea wellbeing idea conceived years ago narrates near real life situation vedic astrology venus shukra considered auspicious planet nature represents wealth prosperity film title joseph ninasam well known stage play director acting coach debuts director film movie platform beginners showcase talent music director editor movie none others film fraternity role kenchaiah played anil bidahas essayed small roles movies role girija played sowmya jaganmurthy bharatanatyam dancer debutant never trained acting school actors acted movie first timers,"Drama,Romance"
tt9417976,play within performance art project jean white female performance artist hopes harold african american actor play thomas jefferson project plans tour harold hates jefferson becomes intrigued hears jefferson appears another platform jean spiral time deciding end life keep burn letters writings third level spiral time one actress playing three generations jefferson female descendants wife martha reads actual letters writings dialogue across time ensues basement spiral joining jean harold arthur dress designer provides comic releif participates improvised scenes using puppets fabric three characters argue sticking facts alternative story emerges real father sally hemings children might original score richard robeson blends classical music ominous drumming spiral staircase set piece created thomas traut embodies theme jean espouses time neither linear pendular moves upward spiral,"Biography,Comedy,Drama"
tt9412678,hardtotame housewife roller coaster married life megacity,"Comedy,Drama,Romance"
tt9363474,long time couple routine search others phones month night decide end ritual suspicious activity causes ones guilty conscience send fit anger reveals truth,"Comedy,Drama,Romance"
tt9309570,uns story two love birds ali sanno true love terms condition uns based real life story revolves around physically mentally challenged couple,"Drama,Romance"
tt9228712,kayleigh got dumped trying figure went wrong exploring past relationships exes,Romance
tt9212750,sin passion project india awarded cinematographer santosh sivan ambitious almost entirely silent film told compelling power visuals still drawing deep emotional dilemmas eternal themes project produced virtual reality project expands experience narrative film submitted year sundance new frontier vr showcase separately,"Drama,Romance"
tt9109774,friends movie purely based friendship story sacrifice two friends unexpected twists unpredictable climax,Romance
tt9033534,reporter anxious get go new york soon reporting journalism bonus points gets sent countryside instead seen somewhere credit though stay meters away local guy cause ever since childhood brought bad luck mission expose local organic farm organic,Romance
tt9001482,unexpected guest new year eve party makes bizarre request hosts impacting lives,"Comedy,Drama,Family"
tt8997246,tragedy strikes two damaged souls left one night come terms past feelings separated ocean fear happiness,"Drama,Romance"
tt8997090,reality tv given birth shotgun celebrity reaching fame via one many tv shows paraded around pa circuit flybynight agents burn left shell human desensitized sexual kind meaningful relationship isolated penniless left road picking list work comes way country town time forgot pleasureland focuses one man used guy tv story takes place across one weekend one uks tired seaside towns unnamed protagonist booked couple pas personal appearance bottom barrel last hurrah end road however much surprise finds drawn hotel receptionist dina dina slowly reconnects matters attempts fill void left years partying two people two different worlds find happiness together pleasureland honest depiction nt see countless instagram accounts socalled celebrities step limelight highlights brutal reality cast manipulated sake entertainment serve cautionary tale thousands wannabes audition shows,"Drama,Romance"
tt8983054,sameera amrita acharya orphan enjoy life saves income future time passes gets affected deadly disease doctors say months left life upset decides enjoy rest time leaves thailand,Romance
tt8942204,cares enough fake orgasm,"Comedy,Romance"
tt8870054,person able get system stereotypes find love reality search possible path open,"Fantasy,Romance"
tt8848900,director wei jie yuan spent four years preparing film using unique lens interpret life love film unique keen perspective interprets ultimate topic life death love light comedy style film tells story inspirational story young female industrial designer accidentally became pet mortician departure direct face death designer met unusual man lifeafter years acting experience wei jie yuan turned director producer behind scenes starts create films director wei jie yuan indicated would everything could create well content well made warm work director statement life difficult still make films artists important film art important always believe good film story must come true reality matter cruel ugly could china human life rights properly respected yet let alone animal life rights must start somewhere young artist believe responsibility something made film perspective unique horizon film pet departure reflect respect human life value present life prospect world peace,Romance
tt8804776,looks like nt plot summaries title yet first contribute click edit page button bottom page learn plot summary submission guide,"Drama,Romance"
tt8790018,hallucinations cause problems us andy starts new chapter birthplace idol miguel de cervantes created greatest dreamer ever occupy imaginations quixote de la mancha,"Drama,Romance"
tt8784862,pair best friends set trip get mundane life trip meet cute lively lady turns dream lady guys instantly fall drama revolves around whose feeling would lady revert,Romance
tt8769874,movie chinese young couple started journey together wandering around streets boy keeps pondering front home always felt reluctant come back independent film style similar haruki murakami wild sheep chase eric rohmer six moral tales film shot exclusively iphoneplus performed nonprofessional actors director benchen xu also screenplay writer cinematographer editor music composer main producer movie storyline bowen man lied lost way met girl yuanyuan staying kfc restaurant two know quite time yuanyuan help bowen found way back home however insisted house middleaged couple living house parent couple happened look like bowen parents yuanyuan always wandering around outside home bowen joined staying hotel eating drinking nothing later yuanyuan spent savings never contacted family yuanyuan wanted get bowen joined hid luggage pretended lost one day wandered way edge city found abandoned villas set camp lived since thenthey thought making livings,"Drama,Romance"
tt8760674,bosnian girl mother dies cancer must move help dad take care sister help aunt must also accepting dad moving hardest lesson letting go mother,"Drama,Family,Romance"
tt8748958,months failing hollywood danny dumped girlfriend unemployed ca nt finish deed th birthday reconnects high school acquaintance forced reexamine life,"Comedy,Drama,Romance"
tt8718192,young woman spends last summer med school caught love triangle best friend new boyfriend,"Drama,Romance"
tt8652844,two young lovers distant parents get caught world rival young men nave old friar erratic nurse help survive families scorn,"Drama,Romance"
tt8601996,boy gets trouble school going extremes stop kiss happening convince principal th kiss theory trying plan th kissafter three years developing episodic series aired annually five weeks rio theatre kitsilano secondary school students took first feature film students staff wrote directed production film edited filmed performed students also first time kitsilano theatre company worked professional artists record labels sony time warner obtain legal rights songs used production project reflection high school students achieve given proper financial technical moral support run professional production students held auditions created storyboards ran sets mirroring union standards filmed multiple cameras sony fs odyssey red scarletx audio devices hn zoom obtain footage could edit colour correct modify audio including adr sessions holding focus group screenings prepare festival submissions,"Comedy,Romance"
tt8586692,anaadimohan ordinary man extra ordinary quality loved everyone right trodden respectable ruling ministers uncommon qualities young budding wife kamala inspite yawning gap age difference husband approaching near entrance sunset years dearth unadulterated ageold love affection coupled respect normally found typical bengali housewife love kamala free impurity whatsoever ca nt shared abani handsome young man locality inspite relentless efforts finally abani got way retreat,"Drama,Romance"
tt8545272,hitman us government goes rogue taken north korean agents la nyc,"Drama,Romance"
tt8531262,lonely career machinist falls troubled young artist drawn together guided mysterious dimension reconcile pasts,"Adventure,Drama,Fantasy"
tt8496604,man drives overnight meet woman dreams,"Drama,Romance"
tt8464638,story inspired beautiful love story kun opera peony pavilion,"Drama,Romance"
tt8460746,borderline iran azerbaijan across people two nations speak language azerbaijani soldier falls love iranian girl nomad tribes herding border areas however possible two facetoface communication soldier advised iranian fellow soldier patrolling border bridge alongside correspond recognize alphabets used two nations different although speak language therefore iranian soldier decides translate letters way gradually learn language however,"Drama,Romance"
tt8447664,young widow mother inlaw tries match make much older rich man,"Comedy,Drama,Romance"
tt8433678,small coastal town new zealand trent flanders hired international oil company map ocean floor makes astonishing discovery ancient past amid strange auroras increasing earth changes bizarre events begin manifest finds help pretty archaeology student four strangers brought together struggle understand connection ancient secrets,"Adventure,Drama,Fantasy"
tt8432016,old man jumped yangtze river bridge son died kidnap young man lost memory suddenly woke deserted centralisland beach saved girl living alone island chemistry gradually grew stronger strange memories reversed identities kept flashing young man mind found girl elaborate hoax left island broken heart fell river accidentally drifted beach old man looked back secret past ascent last moment life everything appeared karma,"Drama,Fantasy,Romance"
tt8396196,childhood story took place village central shaanxi plain late context students judged grades bawang chaoguo student primary school bad student eyes teachers parents recognized parents teachers bawang chaoguo saw big tree field home hid favorite things tree nature child caused many conflicts bawang chaoguo adults world one day miss fen came work teacher miss fen appointed librarian class also became good friend female teacher home also became female teacher home however good times nt last long preferential treatment received changed arrival miss fen boyfriend,"Comedy,Family,Romance"
tt8383584,struggling young man named hari tries commit suicide breakup ends hospital room encounter elderly man named thenkasi though argument thenkasi life keen decision die soon gets forced journey meet nine laymen say thanks gift pack order fulfil thenkasi last wish thus meets transgender mother fortuneteller therukkothu folk artist schoolmaster paralysed silambam martial art guru sewage worker mad man living honey bee rural ceramic artist srilankan fisherman representing one rasa nava rasa nine emotions moreover meeting hari gets reminded girlfriend emotion story till breakup nine people indirectly share vision life last among nine gift packs reaches hari hand end hari identifies thenkasi reflection thus value life film travels thinais geographies backbone tamil culture life well rasas emotions positive way film shot independent micro budget project done period months crew members travelling chennai rameswaram southern tip india towards srilanka,"Adventure,Drama,Romance"
tt8354064,road two girls many stories,"Adventure,Drama,Family"
tt8318200,nominated best international feature south texas international film festival comedy four best girl friends lila sammi gigi muscle four completely different personalities also four different point views define lives relationships particular friendship four different conflicting personalities managed humor tested deep secrets kept hidden become revealed one one friendships challenged beyond ever thought possible,"Comedy,Romance"
tt8306702,susan woman finding mundane nature life catching meets annette woman decade younger middle nowhere starts simple kiss becomes unexpected lovesusan job sustain lonely existence even barely keeps going working land development company susan job takes various types properties analyze one particular property middle nowhere visit surprised meet annette wandering around turns annette used live property ambitious aspirations rekindling sense rural existence complications arise however two find interested overwhelmingly attracted one another point love blossoms despite differences nevertheless two know deep annette inevitably going leave town pursue hermit lifestyle relationship doomed fail types situations discover truly matters life must sacrifice order need,"Comedy,Drama,Romance"
tt8302494,sreemukhi priya singh decides end life receiving strange call later learnt prank call arya manoj nandan works tv channel arya sreemukhi turn friends decide get married series events misunderstandings arise arya sreemukhi tackle differences unite forms plot manasainodu,Romance
tt8272052,film tells story man woman two different time periods mysterious forces interconnected share senses touch sounds love story transcends space timeseasoned musician jay su nuo xu heard voice strange girl may sizhu zhou chatting himmay dumb photographer jay may separated thousands miles crossing barriers time space establish spiritual exchange wan na meet may found time space found lu jay story going die car accident face unknown future death may makes choice,"Fantasy,Romance"
tt8270774,two unique families collision course find laughs music love answers means american family st century,"Comedy,Drama,Family"
tt8269216,lakshmi life turns upside father tries separate lover given hopes happily ever,Romance
tt8145874,marry person love exclaims kana bride running middle wedding ceremony city arrives small town inhabitants time stopped lost people different times play music find code allow return home world kana meets new people especially people past wanted could meet real world return home world necessary play melody containing specific code nt know melody ca nt return world person kana wanted could meet real world grandfather died born,"Drama,Fantasy,Romance"
tt8141238,bored housewife starts affair husband friend trouble whole family,"Drama,Family,Romance"
tt8108210,bhagya lakshmi falls head heels karthik tries hard somehow wins karthick everything seems going fine couple karthick exlover vaishnavi come scene disrupts love story vaishnavi come back karthick life problems create come mess forms rest story,Romance
tt8076746,young royal family experiences haunting middle love affair,"Drama,Fantasy,Romance"
tt8070936,westernized koreaness hybridization love serie composed videos featuring archetypal characters interpreters lovestories find characteristics korean dramas,"Comedy,Romance"
tt7967440,accident lonely man looks father discovers destiny dream,"Drama,Mystery,Romance"
tt7893584,jack rut unsure life tries stay focused get life order manner distractions get way,"Comedy,Romance"
tt7886960,tanmay moumita meet first time college gradually love begins betwwen later moumita comes know tanmay father nt accept relation dies blood cancer days phone call comes tanmay moumita phone tanmay hears moumita voice want know incident possible watch movie moumita,"Drama,Romance"
tt7881520,group friends go find work company boss murdered,"Romance,Thriller"
tt7285748,famous playwright life turned upside forced look choices made,"Comedy,Drama,Romance"
tt7231758,former stripper former drug dealer fall love looking mend pasts suddenly find worlds falling apart put back together unexpected waysjane young proudly independent single mother struggling aftermath sexual assault took place one year ago working stripper finch former drug dealer trying redeem music juggling work raising little girl goal owning dance studio jane meets finch fated night involves gun car soon world know begins crumble apart put back together unexpected ways,"Comedy,Drama,Romance"
tt7141148,alan michael nathanson successful tv producer popular bubbleheaded scifi series get married beautiful fiance jennifer charlbi dean voluptuous vacuous star hit tv show porthole celebrate schedule destination wedding palm springs holds reunion closest friends college arriving palm springs celebrate diverse range characters including best friends kevin jason tobias attorney given dreams future exwife gabrielle diana gettinger going midlife crisis taken young wild year old amber sierra love pretentious prurient blogger ian jc mackenzie old college roommate mitch steve agee successful welladjusted dentist steven adam huss attending new boyfriend stephen johnathan fernandez person alan excited see laura viva bianca attending french husband jose miklos banyai famous painter feels place step reunited old friends weekend goes alan impending nuptials put jeopardy,"Comedy,Drama,Romance"
tt7133570,two exlovers meet manila weekend end power struggle shakes past future,"Drama,Romance"
tt6690716,love story romantic twist turns,Romance
tt6560846,nt know one,"Comedy,Romance"
tt6127136,young melancholy man live day day searching way meets friends like fall love spanish girl enough,"Drama,Romance"
tt6064520,two generation dreamers meet begin dating false pretenses lies catch forced take good look choices become people dreamed ofandy front desk clerk little ambition finds muse hayley beautiful shampoo girl chasing big dreams nyc worlds collide hapless runin starstruck lovers assume false identities follow script life selfimprovement book lead potentially bigger problems could ever dreamed,"Comedy,Drama,Romance"
tt6010972,brad gary hook motel room tenth high school reunion small town chillicothe ohio one closeted hides behind invented wife reckless kills pain sex drugs alcohol ca nt see far enough future believe one despite differences connection ca nt ignore draws back hotel room every successive reunion immense changes happened lgbt community reflected back brad gary evolving lives decade world silence equaled death one equality might reality believe deserve,"Drama,Romance"
tt5935310,chinese term sheng nu means leftover women refers women successful yet unmarried late twenties beyond rest world may seem harsh millennial chinese women alltoofamiliar part daily life china successful bachelorette ying xiao le played maggie qin pressured parents get married mission find mr right advised friends goes fabled wishing tree makes wish find mr right suddenly old chinese myth comes true series awkward events follow four eligible bachelors suddenly fight attention one childhood friend crush since kids end true love wins selflove best way find true love film explores clash modern tradition views woman role china although china many asian countries share long history conservative views marriage woman role family structure however china economic boom growing body educated women financial freedom women free able live independently comparison conservative elder generationsa successful bachelorette ying xiao le played maggie qin pressured parents get married mission find mr right advised friends goes fabled wishing tree makes wish find mr right suddenly old chinese myth comes true series awkward events follow four eligible bachelors suddenly fight attention one childhood friend crush since kids end true love wins selflove best way find true love,Romance
tt5893100,young man tries convince escort leave line work seemswhen eric pays escort veronica minutes time intends use opportunity convince quit line work veronica damsel distress ensues verbal battle wits sparks fly pair attempt win argument peeling away layers really find secret eric holds ensure nothing remains told realtime set entirely one location two characters escort film relationships today intimacy lost social media age,"Drama,Romance"
tt5884348,leonora year old teenager lives grandmother locked top huge apartment building grandma kept believing world full monsters dangers truth although leonora know strange power draws person either guessing action drawing person dies grandma knows want expose world evil power one day grandma goes buy groceries assaulted shock gives heart attack dies street without identification,"Drama,Romance,Thriller"
tt5823720,bad boy rock roller tyson sentenced community service local nursing home,"Drama,Romance"
tt5815216,many years dating late lily chagsteen amara overmyer ben chagsteen elias peraza get letter mysterious woman paris france stating knows ben back high school though woman makes surprise appearance home sudden beat two days see ben lily ben relationship may shatter secrets begin unravel may end,"Drama,Romance,Thriller"
tt5647100,devastating accident musician leaves town make amends discovers must first forgive,"Drama,Romance"
tt5200130,two women best friends since childhood must find restoration eventual redemption unforgivable act betrayal,"Drama,Romance"
tt5068978,mardo jewish teen falls love ana non jewish black girl freshman college political activist brazil turbulent sixties discover love pain live romantically dangerously believe true love brought together overcome barriers,"Drama,Family,Romance"
tt5028838,dark love story jack monica jack guy love world one share monica lady fair share lust never love chance meeting two unlucky souls love come together another purpose,"Horror,Romance"
tt4908968,movie seattle prostitute whose life redeemed,"Drama,Romance"
tt4714710,two college students fall love one year graduation bright futures ahead one develops schizophrenia,"Drama,Romance"
tt4693840,love never easy road one knows better carly rina whose relationship takes turn worse carly decides drop med school rina loses job attorney forces move motel situation neither happy makes matters worse rina battles depression returned carly decided use money left buy camera pursue videography profession despite cracks starting show relationship carly rina pledge repair broken matter circumstances matter odds adamant say unfortunately time side pandemic disease ravaging world appears city starts turning people crazed flesh eating machines carly rina decide keep documenting occurrence camera forced band together like never order survive,"Horror,Romance"
tt4471042,kept away society standardization childhood biological uniqueness samuel clarence beddington nonconformist prodigy guided tutor struggle man alienation discovers love,"Comedy,Drama,Romance"
tt4189646,modern setting shakespeare classic two smalltown boys head big city looking adventure romance fall girl friends become rivals,Romance
tt3968634,inspired true events defeated amazing romancedrama film takes journey follows life model stephanie struggles find true love contentment suffering traumatic childhood experience stephanie must cope confront past regain selfvalue deal life issues order find happiness defeated unique film inspired true events makes movie chilling aweinspiring film filled shockers unraveling moments past,"Drama,Romance"
tt3914834,one man receives unexpected visit second man reminisces life love shared thirdone man home answers front door house lives wife children caller second man seen since college days years earlier spontaneous reunion visitor reminds different life love shared together third man host finds life decisions called question,"Drama,Romance"
tt3511822,two strangers first date encounter eccentric italian restaurant owner gives scientific formula falling love,"Comedy,Drama,Romance"
tt3429692,story follows lives two teenagers midwest max maggie town misfits physically socially total opposites maggie gifted high school runner dysfunctional family mother suicidal father drunk max shy boy clubfoot hails one town respected families father pastor local church spite differences perhaps two outcasts grow become best friends school help rough spots lend shoulder cry needed eventually relationship max maggie develops love far max maggie concerned life could nt get better maggie receives track scholarship college max girl dreams things way changing maggie goes away school summoned max father office talk talk pastor gibbs deep dark secrets learned max maggie lives turned upside,"Drama,Family,Romance"
tt3410974,amid news reports ravenous beasts roaming night gao excon bar manager leader punk band wuhan china gets caught series unexplained brutal murders nicole young american passing town attracts attention long mysterious past local gang thugs turn night scene lifeanddeath struggle,"Horror,Romance,Thriller"
tt2574538,woman discovers new house inhabited ghost passionate young concert pianist died tragically thirtyfive years earlierfor thirtyfive years ghost eddie conway passionate young pianist haunted old house hollywood hills unable move without completing piano concerto pretty midwestern girl lisa wagner moves disrupt afterlife lisa also musician young unknown dreams spirit connects eddie girl ghost find thru music lisa eddie become fond naturally fondness turns romance know impossible resist attraction long eventually love overcomes even death tragedy strikes,Romance
tt2396557,desperate step famous mother shadow create legacy aspiring actress taken wing eccentric film director makes empty promises surrounds reckless friends obsession success leads new fastpaced lifestyle eventually leaves homeless jobless depths serious drug addiction,"Drama,Romance"
tt1319706,london lad angel cali new york jock collide city unrequited dreams pursuit true romance fight defy life coulda woulda shoulda unique romantic dramedy,"Comedy,Drama,Family"
tt9422468,spokesville bike land speedy main character mountain bike ready leader gasoline engine comes disturb city speedy friends pin gassy montana fight annoying artifact keep spokesville clean,"Animation,Family,Sport"
tt8487848,riding uphill story keirina professional bicycle racing sport betting allowed set kitakyushu kokura keirin founded film depicts awkward struggle men living edge attempt achieve dreams film coordinated directed kan eguchi successful film director winner cannes lions three consecutive years eguchi ventured directing first feature film main actor kenichi abe yearold man influenced father former keirin racer abe also aspired professional keirin racer hometown oita slowly working way actor decided end acting career march unless able land role larger production indeed abe literally actor living edge becoming protagonist film,"Drama,Sport"
tt8093028,mismatched team baseball professionals must train southpaw pitcher pitch opposite arm brutal attack,Sport
tt7295568,takashi used wrestle take seriously comic figure apparent including mask getup since officially wrestles joke told son living boy finds lies schoolmate father line work,"Family,Sport"
tt5618938,southwest atlanta tech swatech basketball everything happens athletes realize worth without game,Sport
tt10758262,exploring boundaries unknown learn stretch limits time remaining aware possible consequences humble enough let go athletes constantly live edge show us also simple human beings chasing time zones searching energy generated powerful nature pushing limits recounts stories extraordinary people relationship elements,Sport
tt10341190,principal shekhawati high school sikar rajasthan faced daunting task saving school shutting way save school improving academic results impossible village gambles fritters away time option available somehow inspire school win state level badminton tournament principal summons bhagat explains crisis faced school stay afloat bhagat enjoys playing chidi balla gang idea badminton suddenly burdened responsibility saving school bhagat transform game chidi balla badminton triumph odds save school bhagat quest save school indolent villagers rally around process transform turn new leaf go restore forgotten heritage culture sikar past glory,"Comedy,Drama,Family"
