username,text,genre
tt8696442,"The pop band Slavabody Disco Disco Boys announces that it will play in Brazil. Fans of the group, teenagers and best friends Gabi, Manu and Ritinha go out of their way to let their parents let them watch the show in another city.",Music
tt5822154,"The life of Finnish singer-actor Olavi Virta.Olavi Virta is a film about the all-time favorite singer in Finland. A man whose dreams were interrupted by war, a man who rose from poverty all the way to the top and became an artist that was dearly loved by the Finnish people. A man who performed both on stage and in films and who finally lost everything but his unique voice. It is a film about a man who loved beautiful women and who was loved by beautiful women. A man who enjoyed speed, American cars, applause, and alcohol. After the war, the Finnish people wanted eagerly to forget about the bad times; they wanted to dance, party, dream, and love. Olavi Virta responded to this demand, and hundreds of recordings and evergreen songs were born.",Music
tt9062342,A young man with charisma and magnetism enters the atmosphere of tropical music as a romantic singer and undertakes a vertiginous ascent to fame.,Music
tt9037262,"A dance music theatre piece that evokes the world of childhood and its careless pleasures. But beyond pure entertainment, this performance contemplates the meaning and the importance of play when we become adult.",Music
tt6854672,"Amalie works hard to fit in to a world where having it all is what matters - looks, money and dancing skills. Then she meets Michael, the street-dancer, who is different from any other person she has met.Amalie works hard to fit in to a world where having it all is what matters - looks, money and dancing skills. But, when her father goes bankrupt, life as she knows it falls apart. At school, Amalie tries to pretend like nothing has happened. Then she meets Michael, the street-dancer, who is different from any other person she has met. Torn between her new life with Michael and the constant jealousy of her old friends, Amalie finds herself stuck in a continuous web of lies. How long can she keep the two worlds apart, and will she dare to be true to herself in the end?",Music
tt6544940,"Lucca is a struggling country singer who is forced by his manager Iolanda to record cheesy pop-country song. Upon a disagreement during a studio recording section, Lucca returns to his hometown in order to find inspiration for his music.",Music
tt7666250,"The director Icíar Bollaín presents the story of the Cuban dancer Carlos Acosta, a legend on the dance world and the first black dancer to perform some of the most famous ballet roles. A dancer who did not want to dance.",Music
tt4768586,"The love of an enchanted young girl brings wonder and healing to a broken family.The love of an enchanted young girl brings wonder and healing to a broken family. On the run from her mysterious past and guided by a fairy that only she can see, Abby sparks a daisy chain of compassion, bringing joy and music back into the family. 'The Storyteller' is a powerful exploration of reality and the true meaning of family.",Music
tt7644268,"Since exploding onto the global stage in 1993 with the multi-platinum Tuesday Night Music Club album, the one-time music teacher and studio vocalist from Kennett, Missouri has forged a career to become the finest female singer/songwriter of her generation. On November 10, 2017, at the historic Capitol Theatre in Port Chester New York, Sheryl Crow played the final night of her Be Myself tour.",Music
tt6046314,A world-renowned opera singer becomes trapped in a hostage situation when she's invited to perform for a wealthy industrialist in South America.,Music
tt6966692,"A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.In 1962, Tony ""Tony Lip"" Vallelonga, a tough bouncer, is looking for work when his nightclub is closed for renovations. The most promising offer turns out to be the driver for the African-American classical pianist Don Shirley for a concert tour into the Deep South states. Although hardly enthused at working for a black man, Tony accepts the job and they begin their trek armed with The Negro Motorist Green Book, a travel guide for safe travel through America's racial segregation. Together, the snobbishly erudite pianist and the crudely practical bouncer can barely get along with their clashing attitudes to life and ideals. However, as the disparate pair witness and endure America's appalling injustices on the road, they find a newfound respect for each other's talents and start to face them together. In doing so, they would nurture a friendship and understanding that would change both their lives.New York City bouncer Frank ""Tony Lip"" Vallelonga is searching for new employment after his nightclub is closed for renovations, eventually landing an interview as a driver for ""Doc"" Don Shirley, a famed pianist. Their first encounter does not go well, as Tony's flippant, uncultured behavior clashes with Don's sophisticated, reserved demeanor. However, Don eventually hires Tony on the strength of others' word, as he needs someone who can help him stay out of trouble during an eight-week concert tour through the Deep South. They embark with plans to return home on Christmas Eve. Tony is given a copy of the Green Book by Don's record studio: a guide for black travelers to find safe havens throughout the segregated South. They begin the tour in the Midwest before eventually heading further south. Tony and Don clash over their differences, as Tony feels uncomfortable being asked to act properly, while Don is disgusted by Tony's habits. Regardless, Tony finds himself impressed with Don's talent on the piano, and increasingly disgusted by the discriminatory treatment the latter receives by the hosts when he is not on stage. After a bar incident leads to a group of white men threatening Don's life, Tony rescues him by threatening to pull a gun on them. He instructs Don not to go out without him for the rest of the tour.Dr Don Shirley is a world-class African-American pianist, who is about to embark on a concert tour in the Deep South in 1962. In need of a driver and protection, Shirley recruits Tony Lip, a tough-talking bouncer from an Italian-American neighbourhood in the Bronx. Despite their differences, the two men soon develop an unexpected bond while confronting racism and danger in an era of segregation.In early-1960s openly and legally segregated America, two polar opposites--the distinguished and refined African-American classical pianist, Don Shirley, and the uncultivated Italian-American nightclub bouncer, Tony Vallelonga--are about to form an unlikely friendship. With New York's Copacabana Club being renovated, Don and his new problem-solver chauffeur embark on a lengthy two-month concert tour through the hostile Deep South, equipped only with a subtly tremendous talent, a serenely resilient dignity, and a little vert guide book for visitors--The Negro Motorist Green-Book. Before endless kilometres of unfriendly territory, a single man chooses the hard way for the sake of progress; however, can one person make a difference?October, 1962. Italian-American Bronx native Tony Vallelonga - long called Tony Lip by those that know him for being able to BS his way out of anything - largely uses that ability to BS, his street smarts and his fists to do his job in ""customer relations"" (i.e. a glorified bouncer) at the Copa, where he has to deal with well dressed toughs and thugs, albeit with a smile and often without they knowing that he is screwing them. Like most of his Italian-American friends and family, he is a working class bigot, as demonstrated by his actions concerning some black laborers who did work in his and his wife Dolores' apartment. With the Copa closed for renovations until the new year, Tony has to find another job in the interim, he, without telling Dolores, pawning some of his valuables in the meantime to put food on their and their two adolescent sons' table. When he is given the inside scoop on a job working for Dr. Don Shirley, he only did not know before meeting Dr. Shirley that the Dr. refers to his multiple Ph.D.s, and that he is a classically trained pianist (the head of the popular music playing Don Shirley Trio) instead of a physician, but arguably most importantly that he is a well educated, wealthy and refined black man. The job is not only as chauffeur as Tony initially thought, but to be his all-expenses and well paid general foot soldier, especially in the area of security, for the eight week tour he has arranged for the trio with his record label, much of that tour in the Deep South (the last scheduled date being December 23rd in Birmingham, Alabama) hence the need for especially that security in he being black. Renegotiating the terms, learning that Dr. Shirley actually recruited him based on his reputation for being able to get the job done, and getting the okay from Dolores in the stipulation that he make it home for Christmas or else, Tony accepts the job. Beyond the obvious hazards of the race relations aspect of the job once they get to the Deep South, they will not only have to get over their own differences as humans in their moral and ethical values to survive with each other for eight weeks, but deal with the general role reversal of the uneducated white man being subservient to the well-educated black man. In that aspect, Dr. Shirley may have other issues in the Deep South as not fitting into either the white or black populations in general.",Music
tt7942742,A self-destructive punk rocker struggles with sobriety while trying to recapture the creative inspiration that led her band to success.,Music
tt6485304,"When Lila, a celebrated but fame-weary and amnesiac singer forgets how to perform, super-fan Violeta steps in to teach Lila how to be Lila once again.",Music
tt5117428,"A troubled young Glaswegian woman dreams of becoming a Nashville country star.Fresh out from the jail after one year condemned by narcotics possession, Rose-Lynn Harlan is a 23-years old working-class girl from Glasgow, Scotland, who tries rectify her chaotic life: foul-mouthed, streetwise, rebel and free-spirited, Rose-Lynn meets again her little children, older Wynonna and younger Lyle, cared since her imprisonment by their grandmother Marion, who despises openly her daughter's lifestyle. Worker in the bakery of a shopping center along 20 years, Marion struggles to understand her stranded daughter, who becomes determined to travel Nashville, Tennesse (USA) to turn in a famous country singer. Due to the lack of resources and her low-rate academic studies, Rose-Lynn tries return to her former job as singer in the Grand Ole Opry, a country bar, being fired by the owners Jackie and Alan after to learn about her conviction. Thanks to Marion's good name, Rose-Lynn gets a job as cleaning lady in the house of Susannah, an upper-class woman married with James and mother of little Rory and Nell. Gifted with a powerful talent, charisma, cheek and voice, one day Rose-Lynn is discovered singing in her daily work by Susannah, who befriends Rose-Lynn and decides help her to travel Nashville making a fund-raising party specially for her. Therefore, troubles are around the corner: Wynonna and Lyle are time and time again neglected by a mother unable to reconcile with them that hide their existence to Susannah, James mistrusts Rose-Lynn by the way that Susannah is interested on her and Marion sends an ultimatum for her forcing to make a choice between her dream to be singer or her reality to be mother. Troubled, auto-destructive and bad influenced by her friend and occasional lover Elliot, a fan of the alcohol, night and party, Rose-Lynn finds trapped in a crossroad struggling against her worst enemy: herself.",Music
tt6483364,"Violet is a shy teenager who dreams of escaping her small town and pursuing her passion to sing. With the help of an unlikely mentor, she enters a local singing competition that will test her integrity, talent and ambition. Driven by a pop-fueled soundtrack, Teen Spirit is a visceral and stylish spin on the Cinderella story.",Music
tt5960374,"An unusual set of circumstances brings unexpected success to a pop star.Vox Lux follows the rise of Celeste from the ashes of a major national tragedy to pop super stardom. The film spans 18 years and traces important cultural moments through her eyes, starting in 1999 and concluding in 2017. In 1999, teenage Celeste (Raffey Cassidy) survives a violent tragedy. After singing at a memorial service, Celeste transforms into a burgeoning pop star with the help of her songwriter sister (Stacy Martin) and a talent manager (Jude Law). Celeste's meteoric rise to fame and concurrent loss of innocence dovetails with a shattering terrorist attack on the nation, elevating the young powerhouse to a new kind of celebrity: American icon, secular deity, global superstar. By 2017, adult Celeste (Natalie Portman) is mounting a comeback after a scandalous incident that derailed her career. Touring in support of her sixth album, a compendium of sci-fi anthems entitled Vox Lux, the indomitable, foul-mouthed pop savior must overcome her personal and familial struggles to navigate motherhood, madness and monolithic fame in the Age of Terror. In Brady Corbet's second feature, following his 2015 breakout debut The Childhood of a Leader - winner of the Best Director and Best Debut Film prizes at the Venice Film Festival - Celeste becomes a symbol of the cult of celebrity and the media machine in all its guts, grit and glory. Featuring original songs by Sia, an original score by Scott Walker, and a transcendent performance by Natalie Portman, personifying and pummeling the zeitgeist, Vox Lux is an origin story about the forces that shape us, as individuals, nations, and gods.",Music
tt6608068,"A drama/thriller about rock music, obsession, shampoo and death. Aging rock musician David Tangiers hasn't given up on the idea of recording a comeback album, even though he now works as a hairstylist in the salon he owns with his wife Cecily. After a mysterious new talent named Javy Bates makes his way into David's life, Cecily tries to recruit him to help David with his music, only to find that Javy has an agenda of his own..",Music
tt8869982,"In this short concert series, FX the Band perform in Toronto, Canada where they cover songs such as ""Final Countdown"" by Europe, ""Cold as Ice"" by the Foreigners, ""Rain"" by the Cult and many more.",Music
tt7728410,"For over 3 decades, 8 Toronto based musicians have carved their musical path through the influences of a myriad of musical influences and personal conflicts. The journey of these miscreants, mystics, and oddball groove-questers have given rise to the transcendental vibrations of the Masters of Love and Sound.",Music
tt8997208,fascinating musical film - overwhelming ending - a rock band made by the old folks who have lost their dreams and the young people who gave up their dreams - YANG Seung-ho(the leader of Korean idol group 'MBLAQ' )'s screen debut project - excellent OST,Music
tt1517451,"A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.Seasoned musician Jackson Maine (Bradley Cooper) discovers-and falls in love with-struggling artist Ally (Gaga). She has just about given up on her dream to make it big as a singer - until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.Jackson Maine, a famous country music singer privately battling an alcohol and drug addiction, plays a concert in California. His main support is Bobby, his manager and older half-brother. After the show, Jackson visits a drag bar where he witnesses a performance by Ally, a waitress and singer-songwriter. Jackson is amazed by her performance, and they spend the night speaking to each other, where Ally discloses to him the troubles she has faced in pursuing a professional music career. Jackson invites Ally to his next show. Despite her initial refusal she attends and, with Jackson's encouragement, sings on stage with him. Jackson invites Ally to go on tour with him, and they form a romantic relationship. In Arizona, Ally and Jackson visit the ranch where Jackson grew up and where his father is buried, only to discover that Bobby sold the land. Angered at his betrayal, Jackson punches Bobby, who subsequently quits as his manager. Before doing so, Bobby reveals that he did inform Jackson about the sale, but the latter was too inebriated to notice..",Music
tt9143942,"When his boss Dae-Jung goes missing, the company sends young Woo-zoo to Osaka to finish Dae-Jung's work. On the last day before returning home, Woo-zoo comes across someone looking like his missing boss and chases him all the way to a small bar, Pier 34. Listening to music there, Woo-zoo falls asleep and misses his flight back to Korea. When he wakes up he decides to quit his job and stay at the bar till he finds Dae-Jung. He soon meets a young girl and, since he plays the guitar, helps her prepare to perform. He remembers the joy of music and a dream long forgotten. A metaphorical story about accepting loss, feeling lost and seeking a path in life.",Music
tt6918686,"In the throes of an existential crisis, an aging director decides to travel to Japan to film the tour of his son's rock-band, PEROPERO. His partner Emma acts as producer as they follow the band's performances in a string of live clubs across Japan. When the director falls hard for the young Japanese tour manager, both the film shoot and his life threaten to fall apart.",Music
tt8115178,"In 2001, Green Carnation released the concept album 'Light of Day, Day of Darkness.In 2001, Green Carnation released the concept album 'Light of Day, Day of Darkness. It became an instant cult classic and put the band, as well as the small Norwegian city of Kristiansand, on the map. Now, 15 years later, Green Carnation performs their masterpiece live in its entirety - for the first time - and a film crew is documenting it all.",Music
tt3960240,"When an aspiring rapper goes viral for all the wrong reasons, he thinks his career is over. But when his best friend gets them into a wild NYC after party, he gets one more chance to make the impossible happen.",Music
tt8368032,Fely is an elderly woman who finds second chance at youth after a visit to a mysterious photo studio.,Music
tt6145054,"A spectacular rise and a hard fall. So it can be resumed the life of Simonal. Phenomenon of popularity in the 1960s, Simonal saw his meteoric career fall apart when he was accused of collaborating with the dictatorship.This film tells the story of Wilson Simonal, a singer who rose out of poverty to command the largest audiences in Brazil. Gifted with exceptional vocal talent and stage presence, Simonal was able to transform his childhood insecurities into great conquests in adulthood.",Music
tt7205942,"The movie deals with the real life story of East German singer and writer Gerhard Gundermann and his struggles with music, life as a coal miner and his dealings with the secret police (STASI) of the GDR.",Music
tt6175086,"On New Year's Eve in Hamburg, a young club owner is struggling to keep the party going when a violent ex-pimp, the police, a former rock star and the love of his life are all coming for him.",Music
tt10984792,"Spectacular BABYMETAL show feat. Su-Metal's first triumphal return to her hometown, Hiroshima on Dec 2 and 3, 2017. The stage set was reminiscent of rocky mountains and shrines which was graced by a brawny performance by the fox warriors.",Music
tt8798194,Washed by the Moon is a celebration of Albanian polyphonic singing and the resilience of tradition in the face of inevitable change. Singers of Kënga Labe from across three generations explain their deep spiritual connection to and through their songs.,Music
tt6384386,Fanney Khan is a struggling singer who wants to make his daughter a big name in music world.Prashant Kumar an orchestra singer of 90s known as Fanney Khan is fan of Mohdmmad Rafi.But could never make it to the music world.When his daughter is born he names her Lata after Lata Mageshkar and promises to make her big singer.Many years later Lata aspires to be a singer but is criticized for her weight.Prashant now works in a small factory which shuts its operation and he feels his dreams of making Lata a singer will be shattered.Prashant takes up to driving taxi secretly.Baby Singh a well known singer sits in his car.Prashant kidnaps her keeps her and takes to his factory where he is supported by his friend Adir.They both call Baby's manager Karan Kakkad and ask him for ransom.,Music
tt5705306,"Celeste is a love story set in the tropical splendor of far north Queensland. It is a story of a family falling apart coming together again and their last chance to keep a decaying world alive. Celeste is a renowned opera diva who retired early for the man she loved to live on a crumbling and beautiful estate in the heart of a rainforest in Far North Queensland. Ten years after the tragic death of her husband Celeste is set to return to the stage for her final performance. Her stepson Jack, still haunted by the past, arrives amidst the preparations for the performance and finds Celeste is as he remembered. Celeste wants Jack to stay at the estate, but needs him to perform one last request. Celeste is set in a bohemian world of opera and showcases a stunning and unseen part of the world.",Music
tt8583378,"Two girls have a chance encounter and instantly befriend. While trying to find themselves, they decide to pursue music together.",Music
tt7100354,"""Here There and Everywhere"" is an 80-minute landmark documentary film made by Beatles fans for fans, celebrating 50+ years of following the world's greatest rock band.""Here There and Everywhere"" includes original interviews with famous and emerging musicians, authors and artists who have all been influenced by the FAB4, as well as individuals who were key to help create the international acclaim, and those who keep the flame burning today. The film specially recorded musical performances by fans from around the world and never-seen-before restored footage and photographs from film makers and photographers of the time.",Music
tt8737938,"A romantic journey through Stockholm's swing dance world. A dramatic comedy about love, music and dance.Adam is working too much and and while Lisa is enjoying herself in the swing dance clubs of Stockholm, he refuses to go with her, due to his fear of dancing. When she gets hit by a car and ends up in a coma. He learns she has been unfaithful with an unknown dancer, and Adam becomes obsessed with finding him. There's one problem, to get to him he has to learn how to dance.",Music
tt7819668,"Lara and the Beat is a coming of age movie about the young and beautiful Giwa sisters caught in the center of a financial scandal with their late parents' Media Empire. The sisters are forced out of their privileged bubble, and must learn to build their own future - through music and enterprise - to salvage their family's Legacy.",Music
tt8443922,"Mizuho is dedicated and practices hard to realize her ambition to be an elite gymnast, but one day on the mat she finds herself hunched over writhing in excruciating pain. She finds herself in the hospital diagnosed with a spinal cord disease and paralyzed in the lower part of her body. She is bitter and crushed, but soon meets a man with a guitar over his shoulder. Mizuho finds a reason to put aside the anger, bitterness and awkwardness.",Music
tt8463476,"A shocking phone call informs Wawa of the death of her father. Her boyfriend, Michael, later discovers that Wawa's father was a member of the legendary underground rock band, Dictator, which mysteriously disbanded in the late 1990s. As a member of a rock band himself, Michael hopes to cover Dictator's songs for the Battle of Bands competition. Meanwhile, a record label owner schemes to obtain the master tape of Dictator's recordings from Wawa for a lucrative release.",Music
tt7095852,"Hak-soo has challenged TV audition program for 6 years but never gets into the finalist. On the day he fails his 7th audition, he receives a call from his hometown that his father is in the hospital. He rushes to his hometown Byeon-san, only to find it his father lied to bring him to Byeon-san. He heads back to Seoul, but he is suspected as a phishing scam criminal there.",Music
tt7776838,"Cyril falls head over heel for the new girl in his class. Roxy is drop dead gorgeous and she is cool. But there is a problem. Cyril is terribly self conscious because he's got a rather large nose. And while he writes songs for and about his beloved, he is too shy to let her know they are his and pretends they were written by the hunky Rick whom he presumes Roxy must admire. And if he has not chances with the lovely, he'd rather she go out with dim witted Rick than with that macho Benno.",Music
tt10911666,"MESMERICA 360 is a unique visual music journey designed to stimulate the mind and senses, bringing together the music of Grammy-nominated composer and percussionist James Hood together with visually-hypnotic, 3D animated art curated from artists around the world. Experience a stunning and immersive 360 fulldome projection with 5:1 surround sound in Planetariums and Dome Theaters across the US and Canada.",Music
tt6098526,"""A Motion Selfie"" is one-of-a-kind DIY filmmaking: a darkly comic chronicle following a year in the life of a washed-up viral video star and the sexually depraved stalker who becomes obsessed with his work.",Music
tt6340698,"When high school student Tomura Naoki met piano tuner Itadori Soichiro at his school in Hokkaido, he could smell the forest from the piano tuned by Soichiro. Touched, the boy decides to work together with Soichiro at his musical instruments store. Naoki develops relationships with many people related to the piano and he meets sister pianists and high school students Kazune and Yuni.",Music
tt8857176,"A man who travels in the past has met by chance a woman who travels in the present at Khaosan Road, in Bangkok, Thailand and becomes a porter of her and leaves the road together.",Music
tt8513302,"Marked by losses and mismatches, José's eccentric family seek to be happy while locked in Paraíso Perdido, a nightclub that has stopped in time, where they sing popular romantic music.",Music
tt4908174,A 12 year old boy with a passion for dance and his brother are rescued from the streets by an old showman who takes them to live with his estranged former dancing partner/brother.,Music
tt8370818,"A fresh, disorienting, quirky, slapstick romp through the history of Madness, accompanied by their irrepressible, flying saxophonist, Lee Thompson. And it is probably mostly true.",Music
tt10782442,"With tense psychological elements, this visual poem blends nature with music, and human weakness with perspective. Growth is captured in this fantasy of three individuals on a challenging journey.",Music
tt7253216,"Gauthier, a young journalist, learns through his mother that he's the illegitimate son of Guy Jamet, an aging French pop singer who was famous from the '60s to the '90s. As the old-time crooner embarks on a tour to promote his newly released cover album, Gauthier decides to follow him behind the scenes, on stage, and on the road, under the pretext of filming a documentary about his career.",Music
tt8232576,"On 24th October, 2015, the eve of the first anniversary of Jack Bruce's passing, a star-studded line-up pay a moving tribute to the Scottish legend at Roudhouse London. The concert, musically directed by Nitin Sawhney, features Cream band-mate Ginger Baker, Phil Manzanera, Ian Anderson, Mark King, Vernon Reid, Joss Stone, Hugh Cornwell, Uli Jon Roth, Bernie Marsden and Clem Clempson, amongst many more, including Jack's own Big Blues Band who toured with him until the year of his death. This incredible line-up delights the audience with a stunning selection of Bruce's songs spanning 5 decades, from the pre-Cream days to his final album Silver Rails.",Music
tt2570500,"Outside of time, a teen hooker, lo-fi cowboy and mute drifter cross a white desert to experience the final gig of their mysterious rockstar hero.On a journey to witness the final performance of a mythical musician thought long dead, a group of misfits navigate the barren terrain of a dystopian future, while constantly connected to the nihilistic DJ of radio station FNTN / Fonotune. Influenced by Japanese cinema, graphic design and Manga Comics, Fonotune: An Electric Fairytale is a film about strange encounters, lost connections and, maybe, the end of the world!Set in another time and place, where people barely communicate, three lone drifters make an odyssey to experience a mysterious Rock-Star's final cosmic Performance, out in the desert known as 'Big White Nothing'. Influenced by Japanese Cinema, graphic design and Manga Comics, FONOTUNE - An Electric Fairytale is a film about strange encounters, fleeting connections and just maybe the end of the world!",Music
tt8359848,"French dancers gather in a remote, empty school building to rehearse on a wintry night. The all-night celebration morphs into a hallucinatory nightmare when they learn their sangria is laced with LSD.In the mid 1990's, 20 French urban dancers join together for a three-day rehearsal in a closed-down boarding school located at the heart of a forest to share one last dance. They then make one last party around a large sangria bowl. Quickly, the atmosphere becomes charged and a strange madness will seize them the whole night. If it seems obvious to them that they have been drugged, they neither know by who nor why. And it's soon impossible for them to resist to their neuroses and psychoses, numbed by the hypnotic and the increasing electric rhythm of the music. While some feel in paradise, most of them plunge into hell.",Music
tt6543652,"In the 1950s, a music director falls in love with a singer and tries to persuade her to flee communist Poland for France.A passionate love story between two people of different backgrounds and temperaments, who are fatefully mismatched and yet condemned to each other. Set against the background of the Cold War in the 1950s in Poland, Berlin, Yugoslavia and Paris, the film depicts an impossible love story in impossible times.",Music
tt9716728,"It's more dificult to love than to be bewitched. The film has as it's central theme the loving separation, but the consequences of this separation are attributed to occult forces that throwing the protagonist in the world of Afro-Brazilian mystical religions.",Romance
tt9699064,"Shukradesea ( well-being )is an idea that was conceived more than 3 years ago and narrates a near real life situation. In Vedic Astrology Venus, (shukra) is considered to be an auspicious planet by nature. It represents wealth and prosperity, and that's what the film's title is all about. Joseph Ninasam, a well known stage play director and acting coach debuts as a director through this film. This movie has been a platform to the beginners to showcase their talent. Other than the music Director and the Editor of the movie none of the others are from the film fraternity. The role of Kenchaiah is played by Anil Bidahas who has essayed small roles in other movies and the role of Girija played by Sowmya Jaganmurthy, a Bharatanatyam dancer, who is a debutant and has never been trained in any acting school. All the 82 actors who have acted in the movie are first timers.",Romance
tt9417976,"A play within a performance art project. In 1988, Jean, a white female performance artist, hopes Harold, an African American actor, will play Thomas Jefferson in her project she plans to tour. Harold hates Jefferson but becomes intrigued as he 'hears' more and more from Jefferson who 'appears' on another platform of Jean's 'spiral of time', deciding, at the end of his life, what to keep and what to burn of his letters and writings . On a third level of the spiral of time, one actress playing three generations of Jefferson's female descendants by his wife Martha, reads from their actual letters and writings. A dialogue across time ensues.. In the 'basement' of the spiral joining Jean and Harold, is Arthur, a dress designer, who provides comic releif as he participates in 'improvised' scenes using puppets and fabric. As the three 1988 characters argue while sticking to the facts, an alternative story emerges of who the real father of Sally Hemings' children might have been. Original score by Richard Robeson blends classical music with ominous drumming. The spiral staircase set piece, created by Thomas Traut, embodies the theme Jean espouses that time is neither linear nor pendular but moves in an upward spiral.",Romance
tt9412678,A hard-to-tame housewife's roller coaster married life in a megacity.,Romance
tt9363474,"A long time couple has a routine to search each others phones once a month. On the night that they decide to end the ritual, suspicious activity causes ones guilty conscience to send him into a fit of anger in which he reveals his truth.",Romance
tt9319530,"Following a young girl struggling to get out of the drug dealing in Rangoon, a noir film mixed with romantic comedy coming from a country barely unknown on foreign screens, Myanmar.",Romance
tt9309570,"UNS The story of two love birds Ali & Sanno, a true love with no terms and condition. 'UNS' is based on real life story which revolves around the physically and mentally challenged couple.",Romance
tt9228712,Kayleigh just got dumped and is trying to figure out what went wrong by exploring her past relationships and exes.,Romance
tt9212750,"Sin is the passion project of India's most awarded cinematographer, Santosh Sivan, an ambitious almost entirely silent film told through the compelling power of his visuals, while still drawing on deep emotional dilemmas and eternal themes. The project has been produced with a Virtual Reality project that expands the experience and narrative of the film, being submitted to this year's Sundance New Frontier VR Showcase separately.",Romance
tt9109774,"""2 FRIENDS"" movie is purely based on friendship. It's a story of sacrifice between two friends, with unexpected twists and unpredictable climax.",Romance
tt9033534,"A reporter, anxious to get to go to New York soon for some reporting *journalism bonus points*, gets sent to countryside instead; seen that somewhere before to it's credit though, she has to stay 50 meters away from this local guy cause ever since their childhood he brought her bad luck. her mission is to expose a local organic farm for not being organic.",Romance
tt9001482,"An unexpected guest at a New Year's Eve party makes a most bizarre request of her hosts, impacting all of their lives.",Romance
tt8997246,"When tragedy strikes, two damaged souls are left with one night to come to terms with their past and the feelings they have for each other before they are separated by an ocean and the fear of happiness.",Romance
tt8997090,"Reality TV has given birth to the 'shotgun' celebrity. Reaching fame via one of many TV shows, they are paraded around the PA 'circuit' by fly-by-night agents until burn out. What's left is a shell of a human being - desensitized to sexual or any other kind of meaningful relationship, isolated and penniless. They are left on the road, picking up any Z list work that comes their way up and down the country in some town that time forgot. 'Pleasureland' focuses on one such man, who 'used to be that guy on TV'....the story takes place across one weekend in one of the UKs tired seaside towns and where our unnamed protagonist has been booked for a couple of PAs [personal appearance]. This is the bottom of the barrel, the last hurrah before the end of the road. However much to his surprise, he finds himself drawn in by the hotel's receptionist, Dina. Through Dina, he slowly reconnects with what matters and attempts to fill the void that has been left from the years of partying. But can these two people from two different worlds find happiness together? Pleasureland is an honest depiction of what you don't see on the countless Instagram accounts of these so-called celebrities when they step out of the limelight. It highlights the brutal reality of being cast and manipulated for the sake of entertainment - and should serve as a cautionary tale for the thousands of wannabes that audition for such shows.",Romance
tt8983054,"Sameera(Amrita Acharya) is an orphan who does not enjoy life and saves all her income for the future. As time passes by, she gets affected by a deadly disease and doctors say that she has only a few months left in her life. Upset with this, she decides to enjoy the rest of the time and leaves to Thailand.",Romance
tt8942204,When he cares enough to fake an orgasm...,Romance
tt8870054,"A person is able to get out of the system of stereotypes. He can find himself and his love in any reality. Search is possible, the path is open...",Romance
tt8848900,"Director Wei Jie Yuan has spent four years in preparing this film, using his unique lens to interpret life and love This film is unique and keen in its perspective. It interprets the ultimate topic of life, death and love in a light comedy style. The film tells the story of an inspirational story of a young female industrial designer who accidentally became a pet mortician (departure). Through the direct face of death, the designer met an unusual man in her life.After more than 10 years of acting experience, Wei Jie Yuan turned to be a director and producer behind the scenes and starts to create more films. Director Wei Jie Yuan indicated that he would do everything he could to create a well content and well made warm work. Director's statement Life is so difficult but why do we still make films? It is because artists are important and film art is important! I always believe that a good film story must come from true reality no matter how cruel and ugly it could be! In China, human life and rights are not properly respected yet let alone animal life and rights. We must start from somewhere. As a young artist, I believe that it is our responsibility to do something. That is why we made this film. From the perspective of unique horizon, the film of Pet Departure, we can reflect the respect of human life, the value of present life and the prospect of world peace.",Romance
tt8819142,"An old music store that sold vinyl records is closing down in Mumbai. Shweta, an intern at an online music magazine works on her first feature story about the closing of the store. In an almost empty shop, she finds years of memories. The old man and his nephew who run the store become the subject for her story. Shweta discovers a diary of song lyrics Vivek had hidden away from the world. The shy musician in him finds them incomplete. She inspires him to continue making songs. While the story of the shop ends, another story begins for Vivek and Shweta, that of love and music.",Romance
tt8804776,"It looks like we don't have any Plot Summaries for this title yet. Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",Romance
tt8790018,"After his hallucinations cause problems in the U.S., Andy starts a new chapter in the birthplace of his idol, Miguel de Cervantes, who created the greatest dreamer to ever occupy our imaginations, Don Quixote de la Mancha.",Romance
tt8784862,"A pair of best friends set out on a trip to get over their mundane life. On the trip, they meet a cute and lively lady who turns out to be the dream lady for both the guys and they instantly fall for her. The drama revolves around whose feeling would the lady revert.",Romance
